date,min_price,max_price,product,market,avg_price
2007-01-02,1.4,1.8,portakal,istanbul,1.6
2007-12-06,1.0,1.6,portakal,istanbul,1.3
2007-12-07,1.0,1.6,portakal,istanbul,1.3
2007-12-10,1.0,1.6,portakal,istanbul,1.3
2007-12-11,1.0,1.6,portakal,istanbul,1.3
2007-12-12,1.0,1.6,portakal,istanbul,1.3
2007-12-13,1.0,1.6,portakal,istanbul,1.3
2007-12-14,1.0,1.6,portakal,istanbul,1.3
2007-12-17,1.0,1.6,portakal,istanbul,1.3
2007-12-18,1.2,1.6,portakal,istanbul,1.4
2007-12-19,1.2,1.6,portakal,istanbul,1.4
2007-12-24,1.5,2.0,portakal,istanbul,1.75
2007-12-25,1.5,2.0,portakal,istanbul,1.75
2007-12-26,1.3,1.8,portakal,istanbul,1.55
2007-12-27,1.3,1.8,portakal,istanbul,1.55
2007-12-28,1.3,1.8,portakal,istanbul,1.55
2007-12-31,1.3,1.8,portakal,istanbul,1.55
2008-01-03,1.4,1.8,portakal,istanbul,1.6
2008-01-04,1.4,1.8,portakal,istanbul,1.6
2008-01-07,1.4,1.8,portakal,istanbul,1.6
2008-01-08,1.4,1.8,portakal,istanbul,1.6
2008-01-09,1.4,1.8,portakal,istanbul,1.6
2008-01-10,1.7,2.0,portakal,istanbul,1.85
2008-01-11,1.7,2.0,portakal,istanbul,1.85
2008-01-14,1.7,2.0,portakal,istanbul,1.85
2008-01-15,1.7,2.0,portakal,istanbul,1.85
2008-01-16,1.7,2.0,portakal,istanbul,1.85
2008-01-17,2.0,3.5,portakal,istanbul,2.75
2008-01-18,2.0,3.5,portakal,istanbul,2.75
2008-01-21,1.3,2.0,portakal,istanbul,1.65
2008-01-22,1.3,2.0,portakal,istanbul,1.65
2008-01-23,1.3,2.0,portakal,istanbul,1.65
2008-01-24,1.3,2.0,portakal,istanbul,1.65
2008-01-25,1.3,2.0,portakal,istanbul,1.65
2008-01-28,1.3,2.0,portakal,istanbul,1.65
2008-01-29,0.8,2.0,portakal,istanbul,1.4
2008-01-30,0.8,2.0,portakal,istanbul,1.4
2008-01-31,0.8,2.0,portakal,istanbul,1.4
2008-02-01,0.8,2.0,portakal,istanbul,1.4
2008-02-04,0.8,2.0,portakal,istanbul,1.4
2008-02-05,0.8,2.0,portakal,istanbul,1.4
2008-02-06,0.8,2.0,portakal,istanbul,1.4
2008-02-07,1.5,2.5,portakal,istanbul,2.0
2008-02-08,1.5,2.5,portakal,istanbul,2.0
2008-02-11,1.5,2.5,portakal,istanbul,2.0
2008-02-12,1.5,2.5,portakal,istanbul,2.0
2008-02-13,1.5,2.5,portakal,istanbul,2.0
2008-02-14,1.5,2.5,portakal,istanbul,2.0
2008-02-15,1.5,2.5,portakal,istanbul,2.0
2008-02-18,1.5,2.5,portakal,istanbul,2.0
2008-02-19,1.5,2.5,portakal,istanbul,2.0
2008-02-20,1.5,2.5,portakal,istanbul,2.0
2008-02-21,1.5,2.8,portakal,istanbul,2.15
2008-02-22,1.5,2.8,portakal,istanbul,2.15
2008-02-25,1.5,2.8,portakal,istanbul,2.15
2008-02-26,1.5,2.8,portakal,istanbul,2.15
2008-02-27,1.5,2.8,portakal,istanbul,2.15
2008-02-28,1.4,2.5,portakal,istanbul,1.95
2008-02-29,1.4,2.5,portakal,istanbul,1.95
2008-03-03,1.4,2.5,portakal,istanbul,1.95
2008-03-04,1.4,2.5,portakal,istanbul,1.95
2008-03-05,1.4,2.0,portakal,istanbul,1.7
2008-03-06,1.2,1.8,portakal,istanbul,1.5
2008-03-07,1.2,1.8,portakal,istanbul,1.5
2008-03-10,1.2,1.8,portakal,istanbul,1.5
2008-03-11,1.2,1.8,portakal,istanbul,1.5
2008-03-12,1.2,1.8,portakal,istanbul,1.5
2008-03-13,1.2,1.6,portakal,istanbul,1.4
2008-03-14,1.2,1.6,portakal,istanbul,1.4
2008-03-17,1.0,2.0,portakal,istanbul,1.5
2008-03-18,1.0,2.0,portakal,istanbul,1.5
2008-03-19,1.2,2.2,portakal,istanbul,1.7000000000000002
2008-03-20,1.2,2.2,portakal,istanbul,1.7000000000000002
2008-03-21,1.2,2.2,portakal,istanbul,1.7000000000000002
2008-03-24,1.2,2.2,portakal,istanbul,1.7000000000000002
2008-03-25,1.2,2.2,portakal,istanbul,1.7000000000000002
2008-03-26,1.2,1.8,portakal,istanbul,1.5
2008-03-27,1.5,2.5,portakal,istanbul,2.0
2008-03-28,1.0,2.5,portakal,istanbul,1.75
2008-03-31,1.0,2.0,portakal,istanbul,1.5
2008-04-01,1.0,2.0,portakal,istanbul,1.5
2008-04-02,1.0,2.0,portakal,istanbul,1.5
2008-04-03,1.0,1.8,portakal,istanbul,1.4
2008-04-04,1.0,1.8,portakal,istanbul,1.4
2008-04-07,1.0,1.8,portakal,istanbul,1.4
2008-04-08,1.0,1.8,portakal,istanbul,1.4
2008-04-09,1.0,1.8,portakal,istanbul,1.4
2008-04-10,1.0,2.2,portakal,istanbul,1.6
2008-04-11,1.0,2.2,portakal,istanbul,1.6
2008-04-14,1.0,2.2,portakal,istanbul,1.6
2008-04-15,1.0,2.2,portakal,istanbul,1.6
2008-04-16,1.0,2.2,portakal,istanbul,1.6
2008-04-17,1.0,2.4,portakal,istanbul,1.7
2008-04-18,1.0,22.0,portakal,istanbul,11.5
2008-04-21,1.0,22.0,portakal,istanbul,11.5
2008-04-22,1.0,2.0,portakal,istanbul,1.5
2008-04-24,1.0,2.0,portakal,istanbul,1.5
2008-04-25,1.0,2.2,portakal,istanbul,1.6
2008-04-28,1.0,2.2,portakal,istanbul,1.6
2008-04-29,1.0,2.2,portakal,istanbul,1.6
2008-04-30,1.0,2.2,portakal,istanbul,1.6
2008-05-01,1.0,1.6,portakal,istanbul,1.3
2008-05-02,1.0,1.6,portakal,istanbul,1.3
2008-05-05,1.0,1.6,portakal,istanbul,1.3
2008-05-06,1.0,1.6,portakal,istanbul,1.3
2008-05-07,1.0,1.6,portakal,istanbul,1.3
2008-05-08,1.3,2.2,portakal,istanbul,1.75
2008-05-09,1.7,2.5,portakal,istanbul,2.1
2008-05-12,1.9,2.5,portakal,istanbul,2.2
2008-05-13,1.9,2.6,portakal,istanbul,2.25
2008-05-14,1.9,2.4,portakal,istanbul,2.15
2008-05-15,1.9,2.4,portakal,istanbul,2.15
2008-05-16,1.9,2.4,portakal,istanbul,2.15
2008-05-20,1.9,2.4,portakal,istanbul,2.15
2008-05-21,1.9,2.4,portakal,istanbul,2.15
2008-05-22,1.5,2.0,portakal,istanbul,1.75
2008-05-23,1.5,2.0,portakal,istanbul,1.75
2008-05-26,1.5,2.0,portakal,istanbul,1.75
2008-05-27,1.5,2.0,portakal,istanbul,1.75
2008-05-28,1.5,2.2,portakal,istanbul,1.85
2008-05-29,1.5,2.2,portakal,istanbul,1.85
2008-05-30,1.5,2.2,portakal,istanbul,1.85
2008-06-02,1.5,2.2,portakal,istanbul,1.85
2008-06-03,1.5,2.2,portakal,istanbul,1.85
2008-06-04,1.5,2.2,portakal,istanbul,1.85
2008-06-05,1.7,2.4,portakal,istanbul,2.05
2008-06-06,1.0,1.6,portakal,istanbul,1.3
2008-06-09,1.0,1.8,portakal,istanbul,1.4
2008-06-10,1.0,1.8,portakal,istanbul,1.4
2008-06-11,1.0,1.8,portakal,istanbul,1.4
2008-06-12,1.0,1.8,portakal,istanbul,1.4
2008-06-13,1.0,1.8,portakal,istanbul,1.4
2008-06-16,1.0,1.8,portakal,istanbul,1.4
2008-06-17,1.0,1.8,portakal,istanbul,1.4
2008-06-18,1.0,1.8,portakal,istanbul,1.4
2008-06-19,1.0,1.8,portakal,istanbul,1.4
2008-06-20,1.0,1.8,portakal,istanbul,1.4
2008-06-23,1.0,1.8,portakal,istanbul,1.4
2008-06-24,1.0,1.8,portakal,istanbul,1.4
2008-06-25,1.0,1.8,portakal,istanbul,1.4
2008-06-26,1.2,2.0,portakal,istanbul,1.6
2008-06-27,1.2,2.0,portakal,istanbul,1.6
2008-06-30,1.2,2.0,portakal,istanbul,1.6
2008-07-01,1.0,1.8,portakal,istanbul,1.4
2008-07-02,1.0,1.8,portakal,istanbul,1.4
2008-07-03,1.0,1.6,portakal,istanbul,1.3
2008-07-04,1.0,1.6,portakal,istanbul,1.3
2008-07-07,1.0,1.6,portakal,istanbul,1.3
2008-07-08,1.0,1.4,portakal,istanbul,1.2
2008-07-09,1.0,1.8,portakal,istanbul,1.4
2008-07-10,1.0,1.8,portakal,istanbul,1.4
2008-07-11,1.0,3.0,portakal,istanbul,2.0
2008-07-14,1.0,2.0,portakal,istanbul,1.5
2008-07-15,1.0,1.8,portakal,istanbul,1.4
2008-07-16,1.0,1.8,portakal,istanbul,1.4
2008-07-17,1.0,2.0,portakal,istanbul,1.5
2008-07-18,1.0,2.0,portakal,istanbul,1.5
2008-07-21,1.0,2.0,portakal,istanbul,1.5
2008-07-22,1.0,3.0,portakal,istanbul,2.0
2008-07-23,1.0,3.0,portakal,istanbul,2.0
2008-07-24,1.0,3.0,portakal,istanbul,2.0
2008-07-25,1.0,3.0,portakal,istanbul,2.0
2008-07-28,1.0,2.5,portakal,istanbul,1.75
2008-07-29,1.0,2.5,portakal,istanbul,1.75
2008-07-30,1.0,2.5,portakal,istanbul,1.75
2008-07-31,1.0,2.0,portakal,istanbul,1.5
2008-08-01,1.0,2.0,portakal,istanbul,1.5
2008-08-04,1.0,1.7,portakal,istanbul,1.35
2008-08-05,1.0,1.7,portakal,istanbul,1.35
2008-08-06,1.0,1.7,portakal,istanbul,1.35
2008-08-07,1.0,1.5,portakal,istanbul,1.25
2008-08-08,1.0,1.6,portakal,istanbul,1.3
2008-08-11,1.0,1.6,portakal,istanbul,1.3
2008-08-12,1.0,1.6,portakal,istanbul,1.3
2008-08-13,1.0,1.6,portakal,istanbul,1.3
2008-08-14,1.1,1.8,portakal,istanbul,1.4500000000000002
2008-08-15,1.1,2.0,portakal,istanbul,1.55
2008-08-18,1.3,1.8,portakal,istanbul,1.55
2008-08-19,1.3,1.8,portakal,istanbul,1.55
2008-08-20,1.3,2.5,portakal,istanbul,1.9
2008-08-21,1.3,2.5,portakal,istanbul,1.9
2008-08-22,1.3,2.5,portakal,istanbul,1.9
2008-08-25,1.3,2.5,portakal,istanbul,1.9
2008-08-26,1.3,2.5,portakal,istanbul,1.9
2008-08-27,1.3,3.0,portakal,istanbul,2.15
2008-08-28,1.5,3.2,portakal,istanbul,2.35
2008-08-29,1.5,3.2,portakal,istanbul,2.35
2008-09-01,1.4,3.0,portakal,istanbul,2.2
2008-09-02,1.4,2.5,portakal,istanbul,1.95
2008-09-03,1.4,2.5,portakal,istanbul,1.95
2008-09-04,1.2,2.3,portakal,istanbul,1.75
2008-09-05,1.2,2.3,portakal,istanbul,1.75
2008-09-08,1.2,2.3,portakal,istanbul,1.75
2008-09-09,1.2,2.5,portakal,istanbul,1.85
2008-09-10,1.2,2.5,portakal,istanbul,1.85
2008-09-11,1.2,2.0,portakal,istanbul,1.6
2008-09-12,1.2,2.8,portakal,istanbul,2.0
2008-09-15,1.2,2.5,portakal,istanbul,1.85
2008-09-16,1.2,2.5,portakal,istanbul,1.85
2008-09-17,1.2,2.5,portakal,istanbul,1.85
2008-09-18,1.2,3.0,portakal,istanbul,2.1
2008-09-19,1.2,3.0,portakal,istanbul,2.1
2008-09-22,1.2,3.0,portakal,istanbul,2.1
2008-09-23,1.2,3.0,portakal,istanbul,2.1
2008-09-24,1.2,3.0,portakal,istanbul,2.1
2008-09-25,1.2,3.0,portakal,istanbul,2.1
2008-09-26,1.2,3.0,portakal,istanbul,2.1
2008-09-29,1.5,3.0,portakal,istanbul,2.25
2008-10-06,1.5,3.0,portakal,istanbul,2.25
2008-10-07,1.4,2.8,portakal,istanbul,2.1
2008-10-08,1.4,2.8,portakal,istanbul,2.1
2008-10-09,1.2,2.5,portakal,istanbul,1.85
2008-10-10,1.2,2.5,portakal,istanbul,1.85
2008-10-13,1.2,2.5,portakal,istanbul,1.85
2008-10-14,1.0,2.5,portakal,istanbul,1.75
2008-10-15,1.0,2.5,portakal,istanbul,1.75
2008-10-16,1.0,2.7,portakal,istanbul,1.85
2008-10-17,1.0,2.7,portakal,istanbul,1.85
2008-10-20,0.9,2.5,portakal,istanbul,1.7
2008-10-21,0.9,2.5,portakal,istanbul,1.7
2008-10-22,0.9,2.8,portakal,istanbul,1.85
2008-10-23,1.1,2.8,portakal,istanbul,1.95
2008-10-24,1.1,3.0,portakal,istanbul,2.05
2008-12-24,1.2,1.4,portakal,istanbul,1.2999999999999998
2008-12-25,1.2,1.4,portakal,istanbul,1.2999999999999998
2008-12-26,1.2,1.4,portakal,istanbul,1.2999999999999998
2008-12-29,1.2,1.4,portakal,istanbul,1.2999999999999998
2008-12-30,1.2,1.4,portakal,istanbul,1.2999999999999998
2009-01-02,1.2,1.4,portakal,istanbul,1.2999999999999998
2009-01-05,1.2,1.4,portakal,istanbul,1.2999999999999998
2009-01-06,1.2,1.4,portakal,istanbul,1.2999999999999998
2009-01-07,1.2,1.4,portakal,istanbul,1.2999999999999998
2009-01-08,1.2,1.6,portakal,istanbul,1.4
2009-01-09,1.2,1.6,portakal,istanbul,1.4
2009-01-12,1.2,1.6,portakal,istanbul,1.4
2009-01-13,1.2,1.6,portakal,istanbul,1.4
2009-01-14,1.2,1.6,portakal,istanbul,1.4
2009-01-15,1.2,1.6,portakal,istanbul,1.4
2009-01-16,1.2,1.6,portakal,istanbul,1.4
2009-01-19,1.0,1.6,portakal,istanbul,1.3
2009-01-20,1.0,1.8,portakal,istanbul,1.4
2009-01-21,1.0,1.7,portakal,istanbul,1.35
2009-01-22,1.2,1.8,portakal,istanbul,1.5
2009-01-23,1.2,1.8,portakal,istanbul,1.5
2009-01-26,1.2,1.8,portakal,istanbul,1.5
2009-01-27,1.2,1.8,portakal,istanbul,1.5
2009-01-28,1.2,1.8,portakal,istanbul,1.5
2009-01-29,1.2,1.8,portakal,istanbul,1.5
2009-01-30,1.2,1.8,portakal,istanbul,1.5
2009-02-02,1.2,1.8,portakal,istanbul,1.5
2009-02-03,1.0,1.8,portakal,istanbul,1.4
2009-02-04,1.0,1.8,portakal,istanbul,1.4
2009-02-05,1.0,1.8,portakal,istanbul,1.4
2009-02-06,1.0,1.8,portakal,istanbul,1.4
2009-02-09,1.0,1.8,portakal,istanbul,1.4
2009-02-10,1.0,1.8,portakal,istanbul,1.4
2009-02-11,1.0,1.8,portakal,istanbul,1.4
2009-02-12,1.0,1.8,portakal,istanbul,1.4
2009-02-13,1.0,1.8,portakal,istanbul,1.4
2009-02-16,1.0,1.8,portakal,istanbul,1.4
2009-02-17,1.0,1.8,portakal,istanbul,1.4
2009-02-18,1.0,1.8,portakal,istanbul,1.4
2009-02-19,1.0,1.8,portakal,istanbul,1.4
2009-02-20,1.0,1.8,portakal,istanbul,1.4
2009-02-23,1.0,1.8,portakal,istanbul,1.4
2009-02-24,1.5,2.5,portakal,istanbul,2.0
2009-02-25,1.5,2.5,portakal,istanbul,2.0
2009-02-26,1.5,2.5,portakal,istanbul,2.0
2009-02-27,1.5,2.5,portakal,istanbul,2.0
2009-03-02,1.5,2.5,portakal,istanbul,2.0
2009-03-03,1.5,2.5,portakal,istanbul,2.0
2009-03-04,1.5,2.5,portakal,istanbul,2.0
2009-03-05,1.5,2.5,portakal,istanbul,2.0
2009-03-06,1.5,2.5,portakal,istanbul,2.0
2009-03-09,1.5,2.5,portakal,istanbul,2.0
2009-03-10,1.5,2.5,portakal,istanbul,2.0
2009-03-11,1.5,2.5,portakal,istanbul,2.0
2009-03-12,1.5,2.8,portakal,istanbul,2.15
2009-03-13,1.5,2.8,portakal,istanbul,2.15
2009-03-16,1.5,2.8,portakal,istanbul,2.15
2009-03-17,1.0,2.0,portakal,istanbul,1.5
2009-03-18,1.0,2.0,portakal,istanbul,1.5
2009-03-19,1.0,2.0,portakal,istanbul,1.5
2009-03-20,1.0,2.0,portakal,istanbul,1.5
2009-03-23,1.0,2.0,portakal,istanbul,1.5
2009-03-24,1.0,2.0,portakal,istanbul,1.5
2009-03-25,1.0,2.0,portakal,istanbul,1.5
2009-03-26,1.0,2.0,portakal,istanbul,1.5
2009-03-27,1.0,2.0,portakal,istanbul,1.5
2009-03-30,1.0,2.0,portakal,istanbul,1.5
2009-03-31,1.2,2.2,portakal,istanbul,1.7000000000000002
2009-04-01,1.2,2.2,portakal,istanbul,1.7000000000000002
2009-04-02,1.3,2.4,portakal,istanbul,1.85
2009-04-03,1.3,2.4,portakal,istanbul,1.85
2009-04-06,1.3,2.4,portakal,istanbul,1.85
2009-04-07,1.3,2.4,portakal,istanbul,1.85
2009-04-08,1.3,2.4,portakal,istanbul,1.85
2009-04-09,1.4,2.6,portakal,istanbul,2.0
2009-04-10,1.4,2.6,portakal,istanbul,2.0
2009-04-13,1.2,2.4,portakal,istanbul,1.7999999999999998
2009-04-14,1.2,2.4,portakal,istanbul,1.7999999999999998
2009-04-15,1.2,2.4,portakal,istanbul,1.7999999999999998
2009-04-16,1.2,2.6,portakal,istanbul,1.9
2009-04-17,1.2,2.6,portakal,istanbul,1.9
2009-04-20,1.2,2.6,portakal,istanbul,1.9
2009-04-21,1.2,2.6,portakal,istanbul,1.9
2009-04-22,1.2,2.6,portakal,istanbul,1.9
2009-04-24,1.2,2.6,portakal,istanbul,1.9
2009-04-27,1.2,2.6,portakal,istanbul,1.9
2009-04-28,1.2,2.6,portakal,istanbul,1.9
2009-04-29,1.2,2.6,portakal,istanbul,1.9
2009-04-30,1.2,2.6,portakal,istanbul,1.9
2009-05-04,1.2,2.6,portakal,istanbul,1.9
2009-05-05,1.2,2.6,portakal,istanbul,1.9
2009-05-06,1.2,2.6,portakal,istanbul,1.9
2009-05-07,1.2,2.6,portakal,istanbul,1.9
2009-05-11,1.2,2.6,portakal,istanbul,1.9
2009-05-12,1.2,2.6,portakal,istanbul,1.9
2009-05-13,1.2,2.6,portakal,istanbul,1.9
2009-05-14,1.2,2.6,portakal,istanbul,1.9
2009-05-15,1.2,2.6,portakal,istanbul,1.9
2009-05-18,1.2,2.6,portakal,istanbul,1.9
2009-05-20,1.2,2.6,portakal,istanbul,1.9
2009-05-21,1.2,2.6,portakal,istanbul,1.9
2009-05-22,1.2,2.6,portakal,istanbul,1.9
2009-05-25,1.2,2.6,portakal,istanbul,1.9
2009-05-26,1.2,2.6,portakal,istanbul,1.9
2009-05-27,1.0,2.5,portakal,istanbul,1.75
2009-10-20,1.5,2.5,portakal,istanbul,2.0
2009-10-21,1.5,2.5,portakal,istanbul,2.0
2009-10-22,1.5,2.5,portakal,istanbul,2.0
2009-10-23,1.5,2.5,portakal,istanbul,2.0
2009-10-26,1.5,2.5,portakal,istanbul,2.0
2009-10-27,1.5,2.5,portakal,istanbul,2.0
2009-10-28,1.5,2.5,portakal,istanbul,2.0
2009-10-30,1.5,2.5,portakal,istanbul,2.0
2009-11-02,1.5,2.5,portakal,istanbul,2.0
2009-11-03,1.5,2.5,portakal,istanbul,2.0
2009-11-04,1.5,2.5,portakal,istanbul,2.0
2009-11-05,1.5,2.5,portakal,istanbul,2.0
2009-11-06,1.5,2.5,portakal,istanbul,2.0
2009-11-09,1.2,2.0,portakal,istanbul,1.6
2009-11-10,1.2,2.0,portakal,istanbul,1.6
2009-11-11,1.2,2.0,portakal,istanbul,1.6
2009-11-12,1.2,2.0,portakal,istanbul,1.6
2009-11-13,1.2,2.0,portakal,istanbul,1.6
2009-11-16,1.0,2.0,portakal,istanbul,1.5
2009-11-17,1.0,2.0,portakal,istanbul,1.5
2009-11-18,1.0,2.0,portakal,istanbul,1.5
2009-11-19,1.0,2.0,portakal,istanbul,1.5
2009-11-20,1.0,2.0,portakal,istanbul,1.5
2009-11-23,1.0,2.0,portakal,istanbul,1.5
2009-11-24,1.0,2.0,portakal,istanbul,1.5
2009-11-25,1.0,2.0,portakal,istanbul,1.5
2009-11-26,1.0,2.0,portakal,istanbul,1.5
2009-12-01,1.0,2.0,portakal,istanbul,1.5
2009-12-02,1.0,2.0,portakal,istanbul,1.5
2009-12-03,1.3,2.5,portakal,istanbul,1.9
2009-12-04,1.0,2.5,portakal,istanbul,1.75
2009-12-07,1.0,2.5,portakal,istanbul,1.75
2009-12-08,1.0,2.5,portakal,istanbul,1.75
2009-12-09,1.0,2.5,portakal,istanbul,1.75
2009-12-10,1.2,2.7,portakal,istanbul,1.95
2009-12-11,1.2,2.7,portakal,istanbul,1.95
2009-12-14,1.0,2.5,portakal,istanbul,1.75
2009-12-15,1.0,2.5,portakal,istanbul,1.75
2009-12-16,1.0,2.5,portakal,istanbul,1.75
2009-12-17,1.2,2.7,portakal,istanbul,1.95
2009-12-18,1.0,2.5,portakal,istanbul,1.75
2009-12-21,1.0,2.5,portakal,istanbul,1.75
2009-12-22,1.0,2.5,portakal,istanbul,1.75
2009-12-23,1.0,2.3,portakal,istanbul,1.65
2009-12-24,1.0,2.3,portakal,istanbul,1.65
2009-12-25,1.0,2.3,portakal,istanbul,1.65
2009-12-28,1.0,2.0,portakal,istanbul,1.5
2009-12-29,0.7,1.8,portakal,istanbul,1.25
2009-12-30,0.7,1.8,portakal,istanbul,1.25
2009-12-31,0.7,1.8,portakal,istanbul,1.25
2010-01-04,0.7,1.8,portakal,istanbul,1.25
2010-01-05,0.7,1.8,portakal,istanbul,1.25
2010-01-06,0.7,1.8,portakal,istanbul,1.25
2010-01-07,0.7,2.5,portakal,istanbul,1.6
2010-01-08,0.7,2.5,portakal,istanbul,1.6
2010-01-11,0.7,2.3,portakal,istanbul,1.5
2010-01-12,0.7,2.3,portakal,istanbul,1.5
2010-01-13,0.7,2.4,portakal,istanbul,1.5499999999999998
2010-01-14,0.7,2.4,portakal,istanbul,1.5499999999999998
2010-01-15,0.7,2.4,portakal,istanbul,1.5499999999999998
2010-01-18,0.7,2.4,portakal,istanbul,1.5499999999999998
2010-01-19,0.7,2.4,portakal,istanbul,1.5499999999999998
2010-01-20,0.7,2.4,portakal,istanbul,1.5499999999999998
2010-01-21,0.7,2.0,portakal,istanbul,1.35
2010-01-22,0.7,2.0,portakal,istanbul,1.35
2010-01-25,0.7,2.0,portakal,istanbul,1.35
2010-01-26,0.7,2.0,portakal,istanbul,1.35
2010-01-27,0.7,2.0,portakal,istanbul,1.35
2010-01-28,0.7,2.0,portakal,istanbul,1.35
2010-01-29,0.7,2.0,portakal,istanbul,1.35
2010-02-01,0.7,1.8,portakal,istanbul,1.25
2010-02-02,0.7,1.8,portakal,istanbul,1.25
2010-02-03,0.7,1.8,portakal,istanbul,1.25
2010-02-04,0.7,1.8,portakal,istanbul,1.25
2010-02-05,0.7,1.8,portakal,istanbul,1.25
2010-02-08,0.7,1.8,portakal,istanbul,1.25
2010-02-09,0.7,1.8,portakal,istanbul,1.25
2010-02-10,0.7,1.8,portakal,istanbul,1.25
2010-02-11,0.7,1.8,portakal,istanbul,1.25
2010-02-12,0.7,1.8,portakal,istanbul,1.25
2010-02-15,0.7,1.5,portakal,istanbul,1.1
2010-02-16,0.7,1.5,portakal,istanbul,1.1
2010-02-17,0.7,1.5,portakal,istanbul,1.1
2010-02-18,0.7,1.5,portakal,istanbul,1.1
2010-02-19,0.7,1.5,portakal,istanbul,1.1
2010-02-22,0.7,1.5,portakal,istanbul,1.1
2010-02-23,0.7,1.5,portakal,istanbul,1.1
2010-02-24,0.7,1.5,portakal,istanbul,1.1
2010-02-25,0.7,1.5,portakal,istanbul,1.1
2010-02-26,0.7,1.5,portakal,istanbul,1.1
2010-03-01,0.7,1.5,portakal,istanbul,1.1
2010-03-02,0.7,1.5,portakal,istanbul,1.1
2010-03-03,0.7,1.5,portakal,istanbul,1.1
2010-03-04,0.7,1.5,portakal,istanbul,1.1
2010-03-05,0.7,1.5,portakal,istanbul,1.1
2010-03-08,0.7,1.5,portakal,istanbul,1.1
2010-03-09,0.7,1.5,portakal,istanbul,1.1
2010-03-10,0.7,1.5,portakal,istanbul,1.1
2010-03-11,0.7,1.5,portakal,istanbul,1.1
2010-03-12,0.7,1.5,portakal,istanbul,1.1
2010-03-15,0.7,1.5,portakal,istanbul,1.1
2010-03-16,0.7,1.5,portakal,istanbul,1.1
2010-03-17,0.7,1.5,portakal,istanbul,1.1
2010-03-18,0.7,1.5,portakal,istanbul,1.1
2010-03-19,0.7,1.5,portakal,istanbul,1.1
2010-03-22,0.7,1.5,portakal,istanbul,1.1
2010-03-23,0.7,1.5,portakal,istanbul,1.1
2010-03-24,0.7,1.5,portakal,istanbul,1.1
2010-03-25,0.7,1.5,portakal,istanbul,1.1
2010-03-26,0.7,1.5,portakal,istanbul,1.1
2010-03-29,0.7,1.5,portakal,istanbul,1.1
2010-03-30,0.7,1.5,portakal,istanbul,1.1
2010-03-31,0.7,1.5,portakal,istanbul,1.1
2010-04-01,0.7,1.5,portakal,istanbul,1.1
2010-04-02,0.7,1.5,portakal,istanbul,1.1
2010-04-05,0.7,1.5,portakal,istanbul,1.1
2010-04-06,0.7,1.5,portakal,istanbul,1.1
2010-04-07,0.6,1.2,portakal,istanbul,0.8999999999999999
2010-04-08,0.6,1.2,portakal,istanbul,0.8999999999999999
2010-04-09,0.6,1.2,portakal,istanbul,0.8999999999999999
2010-04-12,0.6,1.2,portakal,istanbul,0.8999999999999999
2010-04-13,0.6,1.2,portakal,istanbul,0.8999999999999999
2010-04-14,0.6,1.2,portakal,istanbul,0.8999999999999999
2010-04-15,0.6,1.2,portakal,istanbul,0.8999999999999999
2010-04-16,0.6,1.2,portakal,istanbul,0.8999999999999999
2010-04-19,0.6,1.2,portakal,istanbul,0.8999999999999999
2010-04-20,0.6,1.2,portakal,istanbul,0.8999999999999999
2010-04-21,0.6,1.2,portakal,istanbul,0.8999999999999999
2010-04-22,0.6,1.2,portakal,istanbul,0.8999999999999999
2010-04-26,0.6,1.0,portakal,istanbul,0.8
2010-04-27,0.6,1.0,portakal,istanbul,0.8
2010-04-28,0.6,1.0,portakal,istanbul,0.8
2010-04-29,0.6,1.0,portakal,istanbul,0.8
2010-04-30,0.6,1.0,portakal,istanbul,0.8
2010-05-03,0.6,1.0,portakal,istanbul,0.8
2010-05-04,0.6,1.0,portakal,istanbul,0.8
2010-05-05,0.6,1.0,portakal,istanbul,0.8
2010-05-06,0.6,1.0,portakal,istanbul,0.8
2010-05-07,0.6,1.0,portakal,istanbul,0.8
2010-05-10,0.6,1.0,portakal,istanbul,0.8
2010-05-11,0.6,1.0,portakal,istanbul,0.8
2010-05-12,0.6,1.0,portakal,istanbul,0.8
2010-05-13,0.6,1.0,portakal,istanbul,0.8
2010-05-14,0.6,1.0,portakal,istanbul,0.8
2010-05-17,0.6,1.0,portakal,istanbul,0.8
2010-05-18,0.6,1.0,portakal,istanbul,0.8
2010-05-20,0.6,1.0,portakal,istanbul,0.8
2010-05-21,0.6,1.0,portakal,istanbul,0.8
2010-05-24,0.6,1.0,portakal,istanbul,0.8
2010-05-25,0.6,1.0,portakal,istanbul,0.8
2010-05-26,0.6,1.0,portakal,istanbul,0.8
2010-05-27,0.6,1.0,portakal,istanbul,0.8
2010-05-28,0.6,1.0,portakal,istanbul,0.8
2010-05-31,0.6,1.0,portakal,istanbul,0.8
2010-06-01,0.6,1.0,portakal,istanbul,0.8
2010-06-02,0.6,1.0,portakal,istanbul,0.8
2010-06-03,0.6,1.0,portakal,istanbul,0.8
2010-06-04,0.6,1.0,portakal,istanbul,0.8
2010-06-07,0.6,1.0,portakal,istanbul,0.8
2010-06-08,0.6,1.0,portakal,istanbul,0.8
2010-06-09,0.6,1.0,portakal,istanbul,0.8
2010-06-10,0.6,1.0,portakal,istanbul,0.8
2010-06-11,0.6,1.0,portakal,istanbul,0.8
2010-06-14,0.6,1.0,portakal,istanbul,0.8
