date,USD_EUR,USD_RUB,TRY_per_USD,USD_ZAR,TRY_EUR,TRY_RUB,TRY_ZAR
2011-12-12,0.76324,31.736,1.8741,8.3155,2.4554530684974583,0.059052810688177464,0.22537430100414887
2011-12-19,0.76605,31.721,1.8915,8.2356,2.4691599765028394,0.059629267677563755,0.2296736121229783
2011-12-26,0.76965,31.856,1.9001,8.1301,2.46878451244072,0.05964653440482169,0.2337117624629463
2012-01-02,0.77513,31.953,1.8804,8.1243,2.4259156528582304,0.058848934372359406,0.2314537867877848
2012-01-09,0.78419,31.706,1.8605,8.091,2.3725117637307283,0.058679745158645054,0.2299468545297244
2012-01-16,0.77997,31.501,1.8388,8.0113,2.3575265715348026,0.0583727500714263,0.22952579481482405
2012-01-23,0.76628,30.632,1.8097,7.9056,2.361669363679073,0.05907874118568817,0.22891368144100385
2012-01-30,0.76086,30.26,1.7696,7.742,2.325789238493284,0.058479841374752144,0.2285714285714286
2012-02-06,0.75867,29.967,1.7589,7.6177,2.318399304045237,0.05869456402042247,0.23089646481221365
2012-02-13,0.76156,30.038,1.7647,7.7443,2.3172172908240976,0.05874891803715294,0.22787082112004958
2012-02-20,0.75267,29.63,1.7545,7.6777,2.3310348492699324,0.05921363482956463,0.22851895750029305
2012-02-27,0.74833,29.159,1.7563,7.5149,2.3469592292170565,0.06023183236736514,0.23370903139096993
2012-03-05,0.75844,29.529,1.7794,7.5729,2.346131533146986,0.0602594060076535,0.23496943046917299
2012-03-12,0.76441,29.496,1.7983,7.6156,2.3525333263562747,0.06096758882560348,0.23613372551079365
2012-03-19,0.75781,29.319,1.8118,7.6552,2.390836753275887,0.0617961049149016,0.2366757236910858
2012-03-26,0.75103,29.193,1.7843,7.6487,2.3758038959828505,0.061120816634124615,0.23328147266855806
2012-04-02,0.75694,29.433,1.7881,7.7548,2.3622744206938466,0.06075153739000442,0.23057976994893484
2012-04-09,0.76127,29.588,1.7992,7.9432,2.3634190234739316,0.060808435852372576,0.22650820827877932
2012-04-16,0.76307,29.563,1.7931,7.8582,2.349849948235417,0.06065351960220546,0.2281820264182637
2012-04-23,0.75827,29.392,1.7764,7.7912,2.342701148667361,0.06043821448013065,0.22800082143957284
2012-04-30,0.76046,29.506,1.7594,7.74,2.3135996633616496,0.05962855012539823,0.22731266149870802
2012-05-07,0.77024,30.139,1.7792,7.9638,2.3099293726630656,0.05903314642158001,0.22341093447851526
2012-05-14,0.78315,30.807,1.8186,8.268,2.3221605056502583,0.05903203817314247,0.2199564586357039
2012-05-21,0.79014,31.495,1.8391,8.336,2.3275622041663504,0.058393395777107476,0.22062140115163145
2012-05-28,0.80321,32.779,1.8477,8.4539,2.3003946664010657,0.05636840660178772,0.2185618471947858
2012-06-04,0.80109,32.872,1.8399,8.4223,2.2967456840055425,0.055971647602823076,0.21845576623962576
2012-06-11,0.79726,32.664,1.8234,8.4033,2.2870832601660687,0.05582292432035268,0.21698618399914318
2012-06-18,0.79177,32.717,1.8025,8.2776,2.276544956237291,0.05509368218357429,0.21775635449888858
2012-06-25,0.80064,33.039,1.8175,8.3953,2.2700589528377297,0.05501074487726625,0.21649017902874224
2012-07-02,0.79962,32.48,1.8088,8.1527,2.262074485380556,0.055689655172413796,0.2218651489690532
2012-07-09,0.81699,32.838,1.8185,8.2764,2.2258534376185755,0.05537791582922224,0.21972113479290512
2012-07-16,0.81726,32.301,1.8095,8.21,2.214105670166165,0.056019937463236434,0.22040194884287453
2012-07-23,0.82095,32.549,1.8223,8.389,2.2197454168950608,0.055986359027927125,0.21722493741804746
2012-07-30,0.81407,32.276,1.7951,8.2382,2.205092928126574,0.055617176849671573,0.21789954116190427
2012-08-06,0.81018,31.738,1.7851,8.1523,2.20333752993162,0.05624487995462852,0.2189688799479901
2012-08-13,0.81189,31.862,1.7978,8.2022,2.2143393809506215,0.056424581005586595,0.2191850966813782
2012-08-20,0.80341,31.882,1.7978,8.315,2.237711753650067,0.05638918512013048,0.21621166566446184
2012-08-27,0.79643,32.13,1.812,8.4188,2.2751528696809515,0.05639589169000933,0.21523257471373594
2012-09-03,0.79277,32.18,1.816,8.3535,2.290702221325227,0.05643256681168428,0.21739390674567546
2012-09-10,0.77561,31.379,1.8035,8.2719,2.3252665643815837,0.05747474425571242,0.21802729723521802
2012-09-17,0.76823,31.034,1.7976,8.2763,2.339924241438111,0.057923567699942,0.21719850657902684
2012-09-24,0.77525,31.131,1.7946,8.2405,2.3148661722025152,0.05764671870482798,0.21777804744857712
2012-10-01,0.77322,31.099,1.7966,8.4552,2.3235301725252837,0.05777034631338628,0.21248462484624847
2012-10-08,0.77292,31.076,1.8118,8.7347,2.3440977073953317,0.05830222679881581,0.2074255555428349
2012-10-15,0.76581,30.824,1.8026,8.6797,2.3538475600997635,0.058480404879314815,0.20767998893970988
2012-10-22,0.7703,31.253,1.8011,8.7181,2.3381799298974424,0.057629667551915016,0.20659317970658744
2012-10-29,0.77304,31.374,1.7947,8.6654,2.321613370588844,0.05720341684197106,0.20711103930574468
2012-11-05,0.78425,31.555,1.7839,8.7134,2.2746573159069174,0.056533037553478056,0.20473064475405697
2012-11-12,0.78542,31.694,1.8014,8.838,2.29354994779863,0.05683725626301508,0.20382439465942523
2012-11-19,0.77906,31.291,1.7999,8.9014,2.3103483685467103,0.057521332012399735,0.2022041476621655
2012-11-26,0.77166,30.983,1.7913,8.8329,2.321359147811212,0.057815576283768516,0.2027986278572156
2012-12-03,0.76699,30.875,1.7879,8.7727,2.3310603788836883,0.057907692307692306,0.20380270612240245
2012-12-10,0.76781,30.699,1.7832,8.67,2.3224495643453458,0.05808658262484119,0.20567474048442905
2012-12-17,0.75649,30.757,1.7855,8.53,2.360242699837407,0.05805182560067627,0.20932004689331773
2012-12-24,0.75632,30.531,1.7927,8.5314,2.3702929976729425,0.05871736923127313,0.21012963874627846
2012-12-31,0.76092,30.384,1.7841,8.5455,2.344661725279924,0.05871840442338073,0.20877654906090923
2013-01-07,0.76254,30.344,1.7767,8.6206,2.329976132399612,0.05855193778012127,0.2060993434331717
2013-01-14,0.75036,30.295,1.7664,8.7966,2.3540700463777386,0.05830665126258458,0.20080485642179932
2013-01-21,0.74862,30.159,1.7687,8.9508,2.3626138761988726,0.05864584369508273,0.19760244894311124
2013-01-28,0.73954,30.071,1.7647,8.9992,2.3862130513562483,0.05868444680921818,0.19609520846297449
2013-02-04,0.74047,30.058,1.7642,8.916,2.3825408186692236,0.058693193159890876,0.19786899955136833
2013-02-11,0.74671,30.116,1.7708,8.89,2.371469512930053,0.05879930933722938,0.19919010123734532
2013-02-18,0.7525,30.22,1.7818,8.878,2.367840531561462,0.05896095301125083,0.20069835548546971
2013-02-25,0.76214,30.536,1.8016,8.9118,2.363870155089616,0.05899921404244171,0.20215893534415047
2013-03-04,0.76717,30.712,1.7966,9.0944,2.341853826400928,0.05849830685074238,0.19755014074595353
2013-03-11,0.76864,30.726,1.8076,9.1855,2.3516860949208995,0.05882965566621103,0.1967884165260465
2013-03-18,0.7731,30.885,1.8171,9.2609,2.350407450523865,0.05883438562408936,0.19621203122806638
2013-03-25,0.77869,30.934,1.8182,9.2682,2.33494715483697,0.05877675050106679,0.19617617228803866
2013-04-01,0.77773,31.485,1.8052,9.208,2.3211140112892648,0.0573352390026997,0.1960469157254561
2013-04-08,0.76546,31.027,1.787,8.9532,2.334543934366263,0.05759499790505043,0.19959344145110125
2013-04-15,0.76336,31.452,1.7935,9.1382,2.3494812408300145,0.057023400737631944,0.19626403449256968
2013-04-22,0.76793,31.468,1.8036,9.1838,2.3486515698045394,0.05731536799288166,0.1963892941919467
2013-04-29,0.76208,31.113,1.795,8.9837,2.3553957589754355,0.05769292578664867,0.19980631588321068
2013-05-06,0.76359,31.149,1.7974,9.0349,2.35388100944224,0.05770329705608527,0.19893966729017476
2013-05-13,0.77429,31.381,1.822,9.2738,2.3531235066964573,0.05806060992320194,0.1964674674890552
2013-05-20,0.77555,31.308,1.8474,9.5348,2.382051447359938,0.05900728248371023,0.1937534085665142
2013-05-27,0.77184,31.582,1.8623,9.8541,2.412805762852405,0.058967133177126214,0.18898732507281232
2013-06-03,0.76283,32.084,1.8837,9.9029,2.4693575239568446,0.058711507293354934,0.1902170071393228
2013-06-10,0.7533,32.191,1.8787,10.0609,2.493959909730519,0.058361032586747845,0.18673279726465822
2013-06-17,0.75194,32.251,1.8971,10.0606,2.522940660159055,0.058822982233109056,0.18856728226944713
2013-06-24,0.76505,32.83,1.9318,10.0361,2.5250637213254037,0.058842522083460254,0.19248512868544554
2013-07-01,0.77065,33.15,1.9402,10.0067,2.5176150003244016,0.05852790346907994,0.193890093637263
2013-07-08,0.77399,32.902,1.9485,10.052,2.517474385973979,0.05922132393167588,0.19384202148826105
2013-07-15,0.76359,32.478,1.927,9.8723,2.523605599863801,0.05933247121128148,0.1951926096249101
2013-07-22,0.75694,32.459,1.9171,9.7681,2.5326974396913893,0.05906220154656643,0.19626129953624552
2013-07-29,0.75449,32.968,1.9326,9.8888,2.5614653607072326,0.05862048046590633,0.19543321737723487
2013-08-05,0.75103,32.934,1.9276,9.8608,2.566608524293304,0.058529179571263745,0.19548109686840826
2013-08-12,0.75245,33.011,1.9323,9.9501,2.5680111635324607,0.05853503377661991,0.19419905327584644
2013-08-19,0.7485,33.031,1.9676,10.2244,2.6287241148964595,0.059568284338954315,0.19244161026563908
2013-08-26,0.75137,33.175,2.0323,10.3451,2.7047925788892293,0.061259984928409957,0.19645049347033863
2013-09-02,0.75907,33.401,2.0513,10.2504,2.7023858142200323,0.061414328912308004,0.2001190197455709
2013-09-09,0.75432,32.896,2.0252,9.9677,2.684802205960335,0.06156371595330739,0.2031762593175958
2013-09-16,0.74488,32.075,1.9877,9.7678,2.6684835141230803,0.061970381917381134,0.20349515755850858
2013-09-23,0.74052,32.082,2.0098,9.9448,2.7140387835575,0.06264572034162458,0.2020955675327809
2013-09-30,0.7379,32.251,2.0137,10.0669,2.7289605637620276,0.06243837400390686,0.2000317873426775
2013-10-07,0.7379,32.276,1.9852,9.9564,2.6903374440981165,0.0615070021068286,0.19938933751155036
2013-10-14,0.73567,32.13,1.9787,9.8952,2.689657047317411,0.061584189231248046,0.19996563990621713
2013-10-21,0.72807,31.821,1.98,9.8237,2.719518727594874,0.062223060243235595,0.20155338619868277
2013-10-28,0.73041,32.051,1.9946,9.9432,2.730795032926712,0.06223206764219524,0.20059940461823156
2013-11-04,0.74278,32.421,2.025,10.2189,2.726244648482727,0.062459516979735355,0.1981622288113202
2013-11-11,0.74477,32.763,2.0448,10.3227,2.7455456046833246,0.062411867045142386,0.19808770961085764
2013-11-18,0.74036,32.756,2.0152,10.116,2.7219190664001296,0.06152155330321163,0.1992091735863978
2013-11-25,0.73681,33.055,2.0146,10.1526,2.734219133833689,0.06094690667070035,0.19843192876701538
2013-12-02,0.73573,33.111,2.0405,10.376,2.7734359071942154,0.061626045724985666,0.19665574402467234
2013-12-09,0.72738,32.765,2.0342,10.3371,2.7966124996563004,0.06208454143140545,0.19678633272387805
2013-12-16,0.72892,32.942,2.0568,10.3723,2.82170882950118,0.06243701050330885,0.19829738823597468
2013-12-23,0.72817,32.657,2.1116,10.3779,2.8998722825713776,0.0646599503934838,0.2034708370672294
2013-12-30,0.72908,32.96,2.1586,10.5664,2.960717616722445,0.06549150485436893,0.20428906723198062
2014-01-06,0.73492,33.195,2.18,10.7163,2.966309258150547,0.06567254104533815,0.2034284221233075
2014-01-13,0.73411,33.38,2.1979,10.8544,2.9939654820122326,0.06584481725584182,0.20248931308962265
2014-01-20,0.73546,34.024,2.2713,10.922,3.088271285997879,0.06675581942158476,0.20795641823841787
2014-01-27,0.73524,34.971,2.2737,11.1848,3.0924596050269297,0.06501672814617826,0.20328481510621557
2014-02-03,0.73932,34.936,2.2397,11.1173,3.029405399556349,0.0641086558277994,0.2014607863420075
2014-02-10,0.73239,34.911,2.2005,11.0265,3.0045467578749028,0.06303170920340294,0.1995646850768603
2014-02-17,0.72897,35.553,2.191,10.9527,3.0056106561312532,0.06162630439062808,0.20004199877655737
2014-02-24,0.72796,35.91,2.2086,10.7812,3.0339579097752623,0.06150375939849625,0.20485660223351762
2014-03-03,0.72564,36.232,2.208,10.7299,3.0428311559450973,0.06094060499006404,0.20578010978667088
2014-03-10,0.71999,36.488,2.2289,10.7844,3.0957374407977887,0.061085836439377324,0.2066781647565001
2014-03-17,0.72187,36.238,2.2288,10.8011,3.0875365370496075,0.06150449804073073,0.20634935330660767
2014-03-24,0.72601,35.731,2.2103,10.7243,3.044448423575433,0.06185944977750413,0.20610202996932203
2014-03-31,0.72627,35.343,2.1413,10.613,2.948352541065995,0.06058625470390176,0.20176199001224915
2014-04-07,0.72432,35.637,2.111,10.4735,2.9144576982549153,0.05923618710890367,0.20155630877930017
2014-04-14,0.72301,35.95,2.1314,10.5238,2.947953693586534,0.05928789986091794,0.20253140500579642
2014-04-21,0.72327,35.793,2.139,10.6018,2.9574018001576174,0.05976028832453272,0.20175819200513118
2014-04-28,0.72202,35.781,2.1181,10.5674,2.933575247223069,0.05919622145831587,0.20043719363324944
2014-05-05,0.71963,35.377,2.0882,10.4501,2.901768964606812,0.0590270514741216,0.19982583898718673
2014-05-12,0.7295,34.87,2.0829,10.3455,2.855243317340644,0.05973329509607112,0.2013339132956358
2014-05-19,0.7311,34.382,2.1017,10.4052,2.8747093420872663,0.061127915769879596,0.20198554568869412
2014-05-26,0.73421,34.516,2.0957,10.4362,2.854360469075605,0.0607167690346506,0.20081063988808187
2014-06-02,0.73432,34.925,2.1049,10.6928,2.8664614881795405,0.060269148174659996,0.19685208738590454
2014-06-09,0.73784,34.367,2.1001,10.7034,2.8462810365390867,0.06110803968923677,0.19620868135358857
2014-06-16,0.7367,34.534,2.1392,10.717,2.903760010859237,0.0619447501013494,0.19960809928151535
2014-06-23,0.7347,33.843,2.1334,10.6036,2.903770246359058,0.06303814673640043,0.20119582028744953
2014-06-30,0.73276,34.217,2.1269,10.697,2.9025874774823954,0.06215916065113833,0.19883144806955222
2014-07-07,0.73546,34.221,2.1277,10.7335,2.8930193348380606,0.06217527249349815,0.1982298411515349
2014-07-14,0.73725,34.611,2.123,10.6905,2.87962021024076,0.06133888070266679,0.1985875309854544
2014-07-21,0.74212,34.996,2.1043,10.5599,2.8355252519808114,0.0601297291118985,0.19927272038560967
2014-07-28,0.74588,35.602,2.123,10.6347,2.8463023542661023,0.05963148137745072,0.19962951470187218
2014-08-04,0.74733,36.108,2.1504,10.7132,2.8774436995704704,0.05955466932535726,0.20072434006646003
2014-08-11,0.74789,36.07,2.1578,10.6104,2.885183650002005,0.05982256723038536,0.20336650833144837
2014-08-18,0.75131,36.207,2.1741,10.669,2.893745591034327,0.060046399867428955,0.2037772987159059
2014-08-25,0.75832,36.414,2.1666,10.6609,2.857105179871294,0.05949909375514911,0.20322862047294318
2014-09-01,0.76499,37.119,2.1638,10.6966,2.828533706322959,0.05829359627145128,0.20228857767888864
2014-09-08,0.77357,37.398,2.1947,10.9217,2.837105885698773,0.05868495641478154,0.20094857027752092
2014-09-15,0.77471,38.427,2.2187,10.9996,2.8639103664597076,0.05773804876779348,0.201707334812175
2014-09-22,0.78119,38.567,2.2444,11.1481,2.873052650443554,0.05819482977675215,0.20132578645688506
2014-09-29,0.79195,39.613,2.2835,11.278,2.883389102847402,0.057645217479110396,0.20247384287994324
2014-10-06,0.79089,40.031,2.2763,11.1637,2.878149932354689,0.05686343084109815,0.20390193215510985
2014-10-13,0.7866,40.795,2.2691,11.0849,2.884693618103229,0.055622012501532044,0.20470189176266815
2014-10-20,0.78672,41.339,2.2417,10.9923,2.8494254626804962,0.05422724303926074,0.2039336626547674
2014-10-27,0.79008,42.556,2.2172,10.9236,2.806298096395302,0.05210076134975092,0.20297337873960966
2014-11-03,0.80135,44.695,2.2411,11.1294,2.7966556436014223,0.05014207405750084,0.2013675490143224
2014-11-10,0.80295,46.469,2.2542,11.2299,2.8073977209041656,0.048509759194301574,0.20073197446103705
2014-11-17,0.79994,46.599,2.2274,11.0244,2.7844588344125807,0.04779930899804717,0.20204274155509597
2014-11-24,0.80295,46.714,2.2205,10.9909,2.7654274861448407,0.04753392987113071,0.2020307709104805
2014-12-01,0.80782,53.16,2.2314,11.1358,2.762249015869872,0.04197516930022573,0.20038075396469046
2014-12-08,0.80782,54.924,2.2709,11.527,2.8111460473867944,0.041346223872988135,0.19700702698013361
2014-12-15,0.80678,64.118,2.3434,11.6307,2.9046332333473805,0.036548239184004495,0.20148400354234913
2014-12-22,0.81766,54.777,2.3232,11.6192,2.8412787711273633,0.042411961224601565,0.19994491875516388
2014-12-29,0.82406,57.684,2.3393,11.6158,2.838749605611242,0.04055370640038833,0.20138948673358703
2015-01-05,0.84402,61.708,2.3208,11.6756,2.7496978744579517,0.03760938614118105,0.19877351056905002
2015-01-12,0.85244,64.92,2.2936,11.5091,2.69062925249871,0.035329636475662354,0.19928578255467413
2015-01-19,0.86813,64.855,2.34,11.5544,2.6954488383076267,0.036080487240767865,0.20252025202520252
2015-01-26,0.88472,68.232,2.3905,11.5708,2.7019848087530516,0.03503488099425489,0.20659764234106542
2015-02-02,0.87735,67.118,2.4269,11.4283,2.7661708554168802,0.03615870556333622,0.21235879352134612
2015-02-09,0.88347,65.773,2.4879,11.7144,2.8160548745288465,0.03782555151810013,0.212379635320631
2015-02-16,0.87904,62.306,2.4529,11.643,2.7904304696032036,0.03936860013481848,0.21067594262647082
2015-02-23,0.88449,62.328,2.4858,11.5711,2.8104331309568225,0.03988255679630342,0.2148283222856945
2015-03-02,0.90009,61.391,2.5519,11.7643,2.8351609283516095,0.041567982277532535,0.2169189837049378
2015-03-09,0.93703,61.173,2.6206,12.2681,2.79670874998666,0.04283916106779134,0.21361090959480278
2015-03-16,0.93923,61.097,2.6093,12.308,2.778126763412583,0.042707497913154494,0.2120003249918752
2015-03-23,0.91449,57.684,2.5749,11.8979,2.8156677492372797,0.04463802787601415,0.2164163423797477
2015-03-30,0.92618,57.716,2.6073,12.1036,2.8151115333952363,0.04517464827777393,0.21541524835586107
2015-04-06,0.92911,53.183,2.6028,11.8646,2.801390578080098,0.048940450895962995,0.21937528445965307
2015-04-13,0.9395,51.132,2.6854,12.0857,2.8583288983501864,0.05251897050770555,0.2221964801376834
2015-04-20,0.93006,52.486,2.7132,12.1567,2.9172311463776532,0.05169378500933583,0.22318556845196474
2015-04-27,0.90975,51.699,2.6799,11.9234,2.945754328112119,0.051836592583995825,0.2247597161883355
2015-05-04,0.89246,50.866,2.7043,12.0367,3.0301638168657417,0.05316517909802226,0.22467121387091146
2015-05-11,0.88731,50.35,2.6477,11.9596,2.9839627638593047,0.05258589870903674,0.22138700290979632
2015-05-18,0.8931,49.62,2.5844,11.8341,2.893740902474527,0.052083837162434504,0.21838585105753713
2015-05-25,0.91516,51.429,2.6434,12.0675,2.8884566633157047,0.051399016119310116,0.21905117049927492
2015-06-01,0.89863,54.2,2.6771,12.3035,2.979090393154023,0.049392988929889296,0.21758849107977404
2015-06-08,0.89063,55.178,2.7394,12.446,3.0758002762089753,0.049646598281923957,0.22010284428732121
2015-06-15,0.88629,54.223,2.7282,12.349,3.078224960227465,0.050314442210869934,0.2209247712365374
2015-06-22,0.89015,54.488,2.6718,12.1492,3.001516598326125,0.049034649831155484,0.21991571461495407
2015-06-29,0.89952,55.593,2.6879,12.2559,2.988149235147634,0.0483496123612685,0.21931477900439786
2015-07-06,0.9058,56.867,2.6787,12.4571,2.9572753367189226,0.047104647686707586,0.21503399667659406
2015-07-13,0.91166,56.792,2.6491,12.3967,2.905798214246539,0.046645654317509506,0.21369396694281542
2015-07-20,0.91642,57.407,2.715,12.4486,2.962615394688025,0.04729388402111241,0.21809681409957743
2015-07-27,0.90851,59.986,2.7689,12.6331,3.0477375042652253,0.04615910379088454,0.21917819062621208
2015-08-03,0.91516,63.351,2.7809,12.7206,3.0387036146684734,0.043896702498776655,0.21861390185997517
2015-08-10,0.90171,64.429,2.7916,12.7576,3.09589557618303,0.04332831488925794,0.2188185865680065
2015-08-17,0.89823,66.522,2.9114,12.9236,3.241263373523485,0.043765972159586296,0.22527778637531337
2015-08-24,0.87789,68.83,2.9291,13.149,3.3365227989839275,0.042555571698387334,0.2227621872385733
2015-08-31,0.89166,66.767,2.9464,13.4829,3.3043985375591594,0.04412958497461321,0.21852865481461703
2015-09-07,0.89445,68.143,3.0295,13.7649,3.386997596288222,0.044457978075517664,0.22008877652580114
2015-09-14,0.88363,66.355,3.0236,13.4045,3.421794189875853,0.04556702584582925,0.22556604125480248
2015-09-21,0.89373,66.081,3.0273,13.6819,3.3872646101171493,0.04581195805148227,0.22126312865903125
2015-09-28,0.89461,65.706,3.0352,13.9045,3.3927633270363624,0.04619365050375917,0.21828904311553812
2015-10-05,0.88747,63.098,2.95,13.4758,3.324056024428995,0.04675267044914261,0.21891093664198047
2015-10-12,0.87789,62.19,2.9185,13.2807,3.3244483933066786,0.04692876668274642,0.2197549827945816
2015-10-19,0.88566,62.296,2.892,13.3573,3.265361425377684,0.04642352639013741,0.21651082179781841
2015-10-26,0.90736,63.939,2.9078,13.7091,3.2046817139834243,0.04547772095278312,0.2121072864010037
2015-11-02,0.91424,63.417,2.8476,13.8623,3.1147182359117953,0.04490278631912578,0.2054204569227329
2015-11-09,0.93119,65.229,2.8959,14.2788,3.109891644025387,0.04439589753023962,0.20281116060173124
2015-11-16,0.93572,65.269,2.857,14.1933,3.0532637968623093,0.04377269454105318,0.20129215897641844
2015-11-23,0.94233,65.919,2.8864,14.1438,3.063045854424671,0.04378707201262155,0.2040752838699642
2015-11-30,0.93694,67.017,2.8958,14.399,3.090699511174675,0.04320993180834714,0.2011111882769637
2015-12-07,0.91709,69.371,2.9242,14.9797,3.1885638268872194,0.04215306107739546,0.19521085201973337
2015-12-14,0.916,70.695,2.951,15.0694,3.2216157205240172,0.04174269750335951,0.1958273056657863
2015-12-21,0.91567,70.825,2.9286,15.1709,3.1983138030076335,0.04134980585951288,0.19304062382587717
2015-12-28,0.91475,72.889,2.9136,15.3937,3.1851325498770158,0.03997310979708873,0.18927223474538285
2016-01-04,0.92396,74.046,2.9899,15.8198,3.2359625957833673,0.040378953623423273,0.18899733245679465
2016-01-11,0.92005,76.346,3.0283,16.5847,3.291451551546112,0.039665470358630446,0.18259600716322877
2016-01-18,0.91962,80.43,3.0368,16.6726,3.3022335312411646,0.03775705582494094,0.18214315703609515
2016-01-25,0.91971,78.056,2.994,16.3336,3.255373976579574,0.038357076970380245,0.1833031297448205
2016-02-01,0.9067,77.505,2.9312,16.0125,3.2328223227087243,0.0378194955164183,0.18305698672911788
2016-02-08,0.88944,78.849,2.9363,15.9974,3.3012906997661453,0.03723953379243871,0.1835485766437046
2016-02-15,0.89831,76.653,2.9587,15.5972,3.2936291480669255,0.038598619753956134,0.18969430410586513
2016-02-22,0.90843,75.945,2.9386,15.4383,3.2348117081117977,0.038693791559681355,0.19034479184884348
2016-02-29,0.91768,74.002,2.9404,15.7696,3.2041670299014906,0.03973406124158806,0.18646002435064934
2016-03-07,0.91075,71.126,2.9012,15.287,3.1855064507274222,0.04078958468070747,0.1897821678550402
2016-03-14,0.89477,69.673,2.8834,15.6209,3.2225041072007334,0.041384754496002756,0.18458603537568258
2016-03-21,0.8927,68.413,2.8747,15.3706,3.220230760613868,0.04201979156008361,0.18702588057720582
2016-03-28,0.8823,67.798,2.8377,14.975,3.2162529751785107,0.04185521696805215,0.18949582637729548
2016-04-04,0.88013,68.179,2.8392,15.0358,3.2258870848624634,0.04164332125727863,0.18882932733875152
2016-04-11,0.88308,66.266,2.8469,14.6601,3.2238302305566884,0.04296169981589352,0.19419376402616628
2016-04-18,0.88269,66.014,2.8289,14.3272,3.2048624092263425,0.04285303117520526,0.1974496063431794
2016-04-25,0.88316,65.371,2.8231,14.3962,3.196589519452874,0.043185816340579164,0.196100359817174
2016-05-02,0.87055,65.863,2.8592,14.6622,3.2843604617770374,0.043411323504850975,0.19500484238381688
2016-05-09,0.8785,65.654,2.9501,15.1269,3.3581104154809336,0.04493404819203704,0.195023435072619
2016-05-16,0.88755,65.71,2.9821,15.73,3.359923384598051,0.04538274235276214,0.18958041958041957
2016-05-23,0.89501,66.121,2.9551,15.6286,3.30175081842661,0.04469230652893937,0.18908283531474346
2016-05-30,0.8959,66.593,2.9505,15.6809,3.2933363098560107,0.04430645863679365,0.1881588429235567
2016-06-06,0.88152,64.602,2.9012,14.8998,3.2911334966875394,0.044908826352125314,0.1947140230070202
2016-06-13,0.89047,65.715,2.93,15.2776,3.290397205969881,0.04458647188617515,0.19178404985076192
2016-06-20,0.88676,64.385,2.8999,14.7508,3.270219676124318,0.045039993787372834,0.19659272717411938
2016-06-27,0.90253,64.505,2.904,14.9846,3.2176215749060972,0.04501976590961941,0.1937989669393911
2016-07-04,0.90082,64.16,2.9246,14.6972,3.2465975444594926,0.04558291770573566,0.19899028386359305
2016-07-11,0.9009,63.654,2.891,14.3271,3.209013209013209,0.045417412888428065,0.2017854276161959
2016-07-18,0.90695,63.577,3.0187,14.2831,3.328408401786206,0.04748100728250783,0.21134767662482234
2016-07-25,0.90621,66.129,3.0307,14.2778,3.344368303152691,0.045830119917131665,0.2122665956940145
2016-08-01,0.89526,66.159,3.0047,13.8515,3.3562317092241365,0.04541634547075984,0.2169223549796051
2016-08-08,0.89831,64.725,2.9676,13.4678,3.3035366410259264,0.045849362688296647,0.22034779251251133
2016-08-15,0.88652,64.051,2.9363,13.3834,3.312164418174435,0.04584315623487534,0.21939865803906333
2016-08-22,0.88503,64.696,2.9415,13.8764,3.323616148605132,0.0454664894274762,0.21197861116716152
2016-08-29,0.8959,65.26,2.958,14.5251,3.301707779886148,0.045326386760649706,0.2036474791911932
2016-09-05,0.89103,64.496,2.9448,14.1623,3.3049392276354332,0.045658645497395185,0.207932327376203
2016-09-12,0.89015,64.996,2.9787,14.2929,3.3462899511318316,0.04582897409071328,0.20840417270113132
2016-09-19,0.89366,64.177,2.9651,13.7374,3.3179285186760064,0.0462019103417112,0.21584142559727462
2016-09-26,0.89142,63.604,2.9891,13.7009,3.3531892934867966,0.04699547198289416,0.21816814953762162
2016-10-03,0.89389,62.393,3.0411,13.726,3.4020964548210633,0.04874104466847243,0.22155762785953664
2016-10-10,0.90416,62.727,3.0852,14.2007,3.4122279242611926,0.04918456167200727,0.21725689578682741
2016-10-17,0.91191,62.612,3.0813,14.0267,3.378951870250354,0.04921261100108605,0.21967390761904085
2016-10-24,0.91684,62.486,3.09,13.841,3.37027180314995,0.049451077041257244,0.22324976519037643
2016-10-31,0.90539,63.492,3.1163,13.4859,3.441942146478313,0.04908177408177408,0.23107838557308
2016-11-07,0.91042,64.051,3.2051,13.667,3.5204630829726935,0.05003981202479274,0.23451379234652814
2016-11-14,0.93301,65.219,3.3184,14.3098,3.5566607003140374,0.0508808782716693,0.2318970216215461
2016-11-21,0.94357,64.307,3.3983,14.1561,3.601534597327172,0.05284494689536131,0.24005905581339493
2016-11-28,0.94215,64.5,3.4615,14.0059,3.6740434113463882,0.05366666666666667,0.24714584567932085
2016-12-05,0.93484,63.537,3.46,13.6934,3.701168114329725,0.054456458441538,0.2526764718769626
2016-12-12,0.94859,61.333,3.5058,13.8177,3.6958011364235337,0.057160093261376416,0.25371805727436547
2016-12-19,0.95979,61.389,3.5121,14.0325,3.659237958303379,0.057210575184479306,0.2502832709780866
2016-12-26,0.95602,60.707,3.5291,13.8102,3.6914499696659067,0.05813332894064935,0.2555430044459892
2017-01-02,0.95465,60.263,3.5905,13.6771,3.7610642643900905,0.059580505451105985,0.2625191012714684
2017-01-09,0.94473,59.765,3.7898,13.6268,4.0115165179469265,0.06341169580858362,0.27811371708691696
