date,temp_max,temp_min,temp_mean,precipitation,humidity,wind_speed_max,frost,severe_frost,temp_range,is_forecast
2007-01-01,14.6,6.7,9.8,0.0,66.0,10.9,0,0,7.899999999999999,False
2007-01-02,14.1,5.2,9.5,0.0,72.0,13.1,0,0,8.899999999999999,False
2007-01-03,13.3,7.1,10.6,20.1,91.0,23.4,0,0,6.200000000000001,False
2007-01-04,12.4,8.3,11.2,43.4,90.0,22.4,0,0,4.1,False
2007-01-05,12.2,7.9,9.6,5.5,83.0,9.2,0,0,4.299999999999999,False
2007-01-06,11.7,5.3,8.7,1.8,83.0,7.2,0,0,6.4,False
2007-01-07,12.5,4.5,8.5,0.7,78.0,7.6,0,0,8.0,False
2007-01-08,11.7,7.9,9.6,0.2,76.0,5.0,0,0,3.799999999999999,False
2007-01-09,12.3,6.5,9.5,0.1,84.0,6.2,0,0,5.800000000000001,False
2007-01-10,14.1,6.1,10.0,0.0,83.0,7.9,0,0,8.0,False
2007-01-11,13.8,5.5,9.7,0.0,76.0,8.2,0,0,8.3,False
2007-01-12,11.8,6.9,9.3,2.5,81.0,8.8,0,0,4.9,False
2007-01-13,12.5,8.3,10.6,5.0,84.0,21.6,0,0,4.199999999999999,False
2007-01-14,15.9,8.0,11.5,0.0,81.0,13.3,0,0,7.9,False
2007-01-15,15.4,6.2,10.5,0.0,82.0,8.9,0,0,9.2,False
2007-01-16,16.9,5.6,10.7,0.0,80.0,12.4,0,0,11.3,False
2007-01-17,16.9,5.7,10.7,0.0,75.0,7.4,0,0,11.2,False
2007-01-18,14.9,7.7,10.8,0.0,72.0,8.7,0,0,7.2,False
2007-01-19,14.0,5.9,10.2,0.5,85.0,17.4,0,0,8.1,False
2007-01-20,16.0,9.7,12.4,0.0,65.0,19.5,0,0,6.300000000000001,False
2007-01-21,15.3,6.3,11.1,0.0,55.0,11.8,0,0,9.0,False
2007-01-22,15.2,7.7,11.1,0.0,68.0,9.9,0,0,7.499999999999999,False
2007-01-23,14.7,9.0,11.4,0.0,78.0,9.7,0,0,5.699999999999999,False
2007-01-24,14.8,7.8,11.0,0.0,85.0,12.8,0,0,7.000000000000001,False
2007-01-25,15.7,9.2,11.8,0.0,80.0,15.6,0,0,6.5,False
2007-01-26,16.3,8.0,11.6,0.0,74.0,11.5,0,0,8.3,False
2007-01-27,15.6,8.9,11.7,0.0,76.0,10.0,0,0,6.699999999999999,False
2007-01-28,15.6,4.0,10.5,4.5,71.0,34.9,0,0,11.6,False
2007-01-29,11.2,2.2,7.0,0.0,54.0,18.7,0,0,9.0,False
2007-01-30,13.3,4.7,8.6,0.0,62.0,20.0,0,0,8.600000000000001,False
2007-01-31,12.3,6.6,8.9,0.0,58.0,12.2,0,0,5.700000000000001,False
2007-02-01,11.7,6.4,8.8,0.0,71.0,10.0,0,0,5.299999999999999,False
2007-02-02,9.1,7.6,8.6,30.5,87.0,12.1,0,0,1.5,False
2007-02-03,9.5,7.0,8.2,10.0,69.0,17.4,0,0,2.5,False
2007-02-04,11.2,2.0,7.2,0.0,67.0,13.9,0,0,9.2,False
2007-02-05,9.3,5.4,7.1,11.6,79.0,13.5,0,0,3.9,False
2007-02-06,10.0,4.2,6.9,4.4,72.0,8.7,0,0,5.8,False
2007-02-07,13.2,4.3,8.5,0.0,64.0,8.7,0,0,8.899999999999999,False
2007-02-08,13.2,5.3,9.4,0.0,78.0,10.5,0,0,7.899999999999999,False
2007-02-09,14.4,4.9,9.8,0.0,82.0,9.8,0,0,9.5,False
2007-02-10,15.6,3.8,9.8,0.0,84.0,11.5,0,0,11.8,False
2007-02-11,14.7,7.2,11.4,0.0,83.0,14.5,0,0,7.499999999999999,False
2007-02-12,13.5,9.3,11.3,2.1,81.0,17.7,0,0,4.199999999999999,False
2007-02-13,16.0,6.9,11.8,0.0,81.0,16.6,0,0,9.1,False
2007-02-14,14.8,9.4,11.5,10.3,89.0,22.2,0,0,5.4,False
2007-02-15,13.9,6.6,10.1,2.3,83.0,12.4,0,0,7.300000000000001,False
2007-02-16,15.2,4.6,10.2,0.2,83.0,7.3,0,0,10.6,False
2007-02-17,12.2,9.0,10.5,21.3,91.0,25.3,0,0,3.2,False
2007-02-18,17.0,9.3,13.1,3.6,75.0,22.2,0,0,7.699999999999999,False
2007-02-19,15.3,6.7,11.3,0.1,84.0,11.3,0,0,8.600000000000001,False
2007-02-20,14.6,6.7,11.2,0.0,84.0,11.4,0,0,7.899999999999999,False
2007-02-21,16.4,8.9,12.2,0.0,79.0,9.2,0,0,7.499999999999998,False
2007-02-22,18.2,6.6,12.7,0.0,76.0,9.7,0,0,11.6,False
2007-02-23,16.4,6.2,11.9,0.0,80.0,13.8,0,0,10.2,False
2007-02-24,18.2,8.6,13.5,0.0,67.0,15.0,0,0,9.6,False
2007-02-25,16.9,8.2,12.4,3.7,79.0,17.3,0,0,8.7,False
2007-02-26,16.4,7.6,12.1,0.0,80.0,16.9,0,0,8.799999999999999,False
2007-02-27,15.6,8.8,12.1,0.0,80.0,15.6,0,0,6.799999999999999,False
2007-02-28,14.0,9.5,11.6,26.9,93.0,19.9,0,0,4.5,False
2007-03-01,15.6,5.7,11.2,0.0,82.0,15.1,0,0,9.9,False
2007-03-02,16.4,6.6,12.1,0.0,81.0,16.1,0,0,9.8,False
2007-03-03,17.3,9.7,13.3,0.4,86.0,15.9,0,0,7.600000000000001,False
2007-03-04,17.3,8.4,13.3,0.0,85.0,16.5,0,0,8.9,False
2007-03-05,17.1,8.6,13.1,0.4,82.0,13.0,0,0,8.500000000000002,False
2007-03-06,17.4,7.3,12.1,0.0,67.0,13.4,0,0,10.099999999999998,False
2007-03-07,16.2,7.8,11.8,0.0,72.0,11.2,0,0,8.399999999999999,False
2007-03-08,16.9,8.5,12.6,0.0,78.0,10.8,0,0,8.399999999999999,False
2007-03-09,19.2,7.8,13.6,0.0,82.0,11.8,0,0,11.4,False
2007-03-10,19.5,9.7,14.9,0.0,75.0,14.5,0,0,9.8,False
2007-03-11,20.8,12.7,16.9,0.0,50.0,16.4,0,0,8.100000000000001,False
2007-03-12,20.3,9.8,15.3,0.2,71.0,10.6,0,0,10.5,False
2007-03-13,16.7,10.2,13.3,14.2,80.0,11.2,0,0,6.5,False
2007-03-14,13.0,6.4,9.6,2.1,52.0,10.6,0,0,6.6,False
2007-03-15,15.9,5.2,10.7,0.0,59.0,15.4,0,0,10.7,False
2007-03-16,15.9,6.8,12.0,1.2,68.0,13.3,0,0,9.1,False
2007-03-17,17.2,6.9,12.3,0.0,64.0,16.8,0,0,10.3,False
2007-03-18,17.3,7.3,12.8,0.2,75.0,18.1,0,0,10.0,False
2007-03-19,16.6,8.5,12.7,0.0,83.0,16.1,0,0,8.100000000000001,False
2007-03-20,16.2,10.5,13.2,2.6,82.0,19.9,0,0,5.699999999999999,False
2007-03-21,17.6,11.5,14.2,0.0,74.0,14.8,0,0,6.100000000000001,False
2007-03-22,18.1,10.7,14.7,0.0,63.0,20.4,0,0,7.400000000000002,False
2007-03-23,18.4,12.0,15.3,8.2,77.0,22.7,0,0,6.399999999999999,False
2007-03-24,16.1,8.7,12.5,0.0,70.0,27.6,0,0,7.400000000000002,False
2007-03-25,17.5,7.9,13.0,0.0,70.0,19.1,0,0,9.6,False
2007-03-26,17.0,8.4,12.4,3.9,78.0,7.8,0,0,8.6,False
2007-03-27,16.7,6.9,12.1,0.8,82.0,12.7,0,0,9.8,False
2007-03-28,16.9,8.2,12.9,0.5,79.0,13.8,0,0,8.7,False
2007-03-29,18.7,9.6,14.1,0.0,74.0,9.8,0,0,9.1,False
2007-03-30,18.8,9.0,14.2,0.0,76.0,10.5,0,0,9.8,False
2007-03-31,14.8,10.9,12.3,21.4,80.0,21.5,0,0,3.9,False
2007-04-01,17.9,11.1,14.2,0.1,79.0,12.0,0,0,6.799999999999999,False
2007-04-02,17.4,8.6,13.3,1.6,73.0,13.2,0,0,8.799999999999999,False
2007-04-03,16.4,9.0,12.7,0.2,67.0,15.0,0,0,7.399999999999999,False
2007-04-04,16.5,8.5,12.6,0.0,71.0,13.2,0,0,8.0,False
2007-04-05,17.5,10.2,13.7,0.7,74.0,21.3,0,0,7.300000000000001,False
2007-04-06,19.5,9.7,14.5,0.0,78.0,13.0,0,0,9.8,False
2007-04-07,20.3,9.9,15.6,0.0,80.0,9.7,0,0,10.4,False
2007-04-08,20.5,11.0,16.1,3.9,75.0,9.0,0,0,9.5,False
2007-04-09,20.7,9.7,15.3,4.5,74.0,12.6,0,0,11.0,False
2007-04-10,20.1,10.0,15.3,0.2,68.0,10.7,0,0,10.1,False
2007-04-11,20.5,10.8,15.9,0.4,68.0,11.5,0,0,9.7,False
2007-04-12,16.5,11.0,13.8,4.8,76.0,24.2,0,0,5.5,False
2007-04-13,21.5,9.6,15.6,0.0,68.0,13.6,0,0,11.9,False
2007-04-14,20.8,10.2,15.6,0.0,65.0,14.8,0,0,10.6,False
2007-04-15,19.9,9.7,15.0,0.0,72.0,18.1,0,0,10.2,False
2007-04-16,18.4,9.8,14.2,0.0,70.0,12.9,0,0,8.599999999999998,False
2007-04-17,15.7,9.6,13.1,4.1,84.0,14.1,0,0,6.1,False
2007-04-18,17.7,9.6,13.8,0.0,73.0,25.7,0,0,8.1,False
2007-04-19,18.6,8.3,14.3,0.0,67.0,17.0,0,0,10.3,False
2007-04-20,19.1,10.8,15.2,0.5,80.0,11.2,0,0,8.3,False
2007-04-21,19.5,10.2,15.3,0.3,84.0,16.5,0,0,9.3,False
2007-04-22,20.5,12.7,16.9,0.6,80.0,13.4,0,0,7.800000000000001,False
2007-04-23,24.0,13.0,18.8,0.0,61.0,17.5,0,0,11.0,False
2007-04-24,21.3,11.1,16.9,0.0,51.0,13.7,0,0,10.2,False
2007-04-25,20.0,12.3,16.5,0.0,69.0,10.6,0,0,7.699999999999999,False
2007-04-26,19.9,10.8,16.2,0.0,76.0,8.6,0,0,9.099999999999998,False
2007-04-27,22.6,11.3,17.6,0.0,65.0,8.7,0,0,11.3,False
2007-04-28,21.6,14.4,18.4,0.1,61.0,13.4,0,0,7.200000000000001,False
2007-04-29,19.5,11.6,16.1,4.4,76.0,13.6,0,0,7.9,False
2007-04-30,21.3,10.0,16.4,0.0,77.0,10.0,0,0,11.3,False
2007-05-01,19.8,13.2,17.0,1.0,79.0,12.6,0,0,6.600000000000001,False
2007-05-02,21.9,12.9,17.6,0.1,82.0,10.4,0,0,8.999999999999998,False
2007-05-03,25.9,14.7,20.7,0.0,68.0,11.0,0,0,11.2,False
2007-05-04,26.6,17.0,22.1,0.0,62.0,10.3,0,0,9.6,False
2007-05-05,26.7,19.5,23.2,0.0,58.0,12.4,0,0,7.199999999999999,False
2007-05-06,29.1,16.8,24.1,0.0,53.0,9.0,0,0,12.3,False
2007-05-07,30.6,18.6,25.2,0.0,44.0,10.7,0,0,12.0,False
2007-05-08,28.3,20.8,24.5,0.5,51.0,15.8,0,0,7.5,False
2007-05-09,23.9,18.4,21.5,0.7,70.0,15.4,0,0,5.5,False
2007-05-10,24.2,17.3,20.9,1.3,79.0,13.7,0,0,6.899999999999999,False
2007-05-11,26.2,17.3,21.6,3.4,77.0,14.8,0,0,8.899999999999999,False
2007-05-12,25.1,17.7,21.7,0.1,74.0,12.6,0,0,7.400000000000002,False
2007-05-13,27.1,17.7,22.7,0.0,71.0,12.6,0,0,9.400000000000002,False
2007-05-14,28.6,17.8,23.8,0.0,59.0,11.4,0,0,10.8,False
2007-05-15,27.2,17.7,23.3,0.0,61.0,8.9,0,0,9.5,False
2007-05-16,27.3,17.1,22.9,0.6,67.0,11.3,0,0,10.2,False
2007-05-17,25.7,18.5,22.3,0.7,75.0,10.5,0,0,7.199999999999999,False
2007-05-18,24.1,17.3,21.0,0.5,80.0,15.2,0,0,6.800000000000001,False
2007-05-19,25.6,18.5,22.2,0.0,66.0,25.1,0,0,7.100000000000001,False
2007-05-20,24.4,19.5,22.3,0.0,65.0,22.1,0,0,4.899999999999999,False
2007-05-21,23.3,17.3,20.1,0.6,74.0,18.0,0,0,6.0,False
2007-05-22,22.4,16.8,19.5,0.6,79.0,16.1,0,0,5.599999999999998,False
2007-05-23,23.4,17.0,20.1,0.0,75.0,15.1,0,0,6.399999999999999,False
2007-05-24,22.8,17.4,20.1,0.4,79.0,10.5,0,0,5.400000000000002,False
2007-05-25,25.9,15.6,21.5,0.0,68.0,13.6,0,0,10.3,False
2007-05-26,23.1,17.5,20.6,0.1,74.0,12.0,0,0,5.600000000000001,False
2007-05-27,22.9,17.1,20.5,6.5,81.0,14.3,0,0,5.799999999999997,False
2007-05-28,25.1,17.0,21.3,0.7,79.0,16.3,0,0,8.100000000000001,False
2007-05-29,25.5,16.2,21.6,0.5,78.0,12.8,0,0,9.3,False
2007-05-30,28.0,18.1,23.8,0.0,67.0,20.5,0,0,9.9,False
2007-05-31,25.8,18.4,22.5,0.0,67.0,19.0,0,0,7.400000000000002,False
2007-06-01,23.8,18.4,21.1,0.0,78.0,11.7,0,0,5.400000000000002,False
2007-06-02,25.4,18.5,22.1,0.0,78.0,12.1,0,0,6.899999999999999,False
2007-06-03,26.8,18.2,23.1,0.0,76.0,13.6,0,0,8.600000000000001,False
2007-06-04,28.7,17.8,24.6,0.0,65.0,12.7,0,0,10.9,False
2007-06-05,29.5,19.0,25.3,0.0,55.0,12.2,0,0,10.5,False
2007-06-06,27.3,20.3,24.2,0.0,56.0,22.0,0,0,7.0,False
2007-06-07,25.8,19.3,22.8,1.4,69.0,19.5,0,0,6.5,False
2007-06-08,25.1,20.2,22.5,2.8,74.0,13.1,0,0,4.900000000000002,False
2007-06-09,26.9,19.8,23.3,0.3,71.0,10.8,0,0,7.099999999999998,False
2007-06-10,26.7,19.7,23.4,1.3,67.0,22.7,0,0,7.0,False
2007-06-11,27.5,18.5,23.7,0.1,69.0,14.6,0,0,9.0,False
2007-06-12,27.6,19.4,24.1,0.0,67.0,12.3,0,0,8.200000000000003,False
2007-06-13,27.4,20.1,24.0,0.0,69.0,10.1,0,0,7.299999999999997,False
2007-06-14,29.0,20.2,25.3,0.0,68.0,11.7,0,0,8.8,False
2007-06-15,30.7,21.6,26.9,0.0,59.0,13.9,0,0,9.099999999999998,False
2007-06-16,30.0,19.9,26.3,0.0,63.0,12.4,0,0,10.1,False
2007-06-17,30.4,22.1,26.8,2.2,66.0,12.3,0,0,8.299999999999997,False
2007-06-18,31.8,21.8,27.6,1.2,64.0,9.9,0,0,10.0,False
2007-06-19,33.0,23.2,28.5,0.0,55.0,14.0,0,0,9.8,False
2007-06-20,33.2,23.4,28.5,0.0,46.0,15.6,0,0,9.800000000000004,False
2007-06-21,33.9,24.1,29.4,0.0,40.0,14.2,0,0,9.799999999999995,False
2007-06-22,33.7,22.2,28.7,0.0,43.0,12.3,0,0,11.500000000000004,False
2007-06-23,35.1,22.7,30.0,0.0,38.0,11.2,0,0,12.400000000000002,False
2007-06-24,39.2,25.7,33.0,0.0,32.0,12.6,0,0,13.500000000000004,False
2007-06-25,38.0,28.5,33.6,0.0,28.0,13.4,0,0,9.5,False
2007-06-26,37.6,25.8,32.6,0.0,34.0,11.4,0,0,11.8,False
2007-06-27,38.9,27.0,33.4,0.0,30.0,11.9,0,0,11.9,False
2007-06-28,38.2,27.9,34.3,0.0,26.0,16.0,0,0,10.300000000000004,False
2007-06-29,37.2,27.4,33.3,0.0,28.0,19.5,0,0,9.800000000000004,False
2007-06-30,33.3,27.0,30.4,0.0,40.0,12.0,0,0,6.299999999999997,False
2007-07-01,33.4,25.0,28.6,3.0,50.0,16.7,0,0,8.399999999999999,False
2007-07-02,32.5,22.6,27.8,1.9,57.0,15.7,0,0,9.9,False
2007-07-03,32.9,23.5,28.7,0.0,53.0,13.6,0,0,9.4,False
2007-07-04,32.5,23.9,28.7,0.0,53.0,12.9,0,0,8.600000000000001,False
2007-07-05,32.5,24.0,28.9,0.0,60.0,12.9,0,0,8.5,False
2007-07-06,32.3,24.4,28.3,0.0,61.0,20.4,0,0,7.899999999999999,False
2007-07-07,32.3,23.8,28.4,0.0,59.0,15.5,0,0,8.499999999999996,False
2007-07-08,35.0,22.6,29.7,0.0,42.0,16.1,0,0,12.4,False
2007-07-09,35.3,23.3,30.3,0.0,37.0,12.6,0,0,11.999999999999996,False
2007-07-10,35.7,25.3,31.0,0.0,36.0,12.4,0,0,10.400000000000002,False
2007-07-11,33.8,24.1,29.2,0.0,48.0,12.1,0,0,9.699999999999996,False
2007-07-12,31.4,23.8,27.8,0.0,63.0,15.9,0,0,7.599999999999998,False
2007-07-13,30.8,22.5,26.8,0.0,68.0,13.6,0,0,8.3,False
2007-07-14,31.7,22.8,28.0,0.4,65.0,14.1,0,0,8.899999999999999,False
2007-07-15,33.9,25.8,29.5,0.0,45.0,17.2,0,0,8.099999999999998,False
2007-07-16,33.9,23.6,28.9,0.0,46.0,17.6,0,0,10.299999999999995,False
2007-07-17,34.7,23.1,29.5,0.0,43.0,15.8,0,0,11.6,False
2007-07-18,35.4,24.7,30.7,0.0,39.0,13.4,0,0,10.7,False
2007-07-19,35.9,26.3,31.3,0.0,34.0,13.9,0,0,9.599999999999998,False
2007-07-20,34.8,24.6,30.7,0.0,41.0,10.9,0,0,10.199999999999996,False
2007-07-21,33.6,25.2,30.0,0.1,56.0,10.9,0,0,8.400000000000002,False
2007-07-22,35.5,25.4,31.2,0.0,58.0,17.0,0,0,10.1,False
2007-07-23,37.9,25.6,33.1,0.0,44.0,12.4,0,0,12.299999999999995,False
2007-07-24,39.6,29.2,34.7,0.0,30.0,12.0,0,0,10.400000000000002,False
2007-07-25,37.4,25.8,33.2,0.0,37.0,9.9,0,0,11.599999999999998,False
2007-07-26,37.8,25.9,33.1,0.0,44.0,8.2,0,0,11.9,False
2007-07-27,36.4,27.3,32.7,0.0,49.0,10.8,0,0,9.099999999999998,False
2007-07-28,36.9,27.2,32.6,0.0,54.0,9.2,0,0,9.7,False
2007-07-29,38.7,27.9,33.9,0.0,44.0,9.6,0,0,10.800000000000004,False
2007-07-30,39.8,27.4,34.5,0.3,39.0,9.4,0,0,12.4,False
2007-07-31,37.9,28.6,33.9,0.0,41.0,10.2,0,0,9.299999999999995,False
2007-08-01,34.9,29.7,32.0,0.0,51.0,13.2,0,0,5.199999999999999,False
2007-08-02,34.9,27.4,31.1,0.0,60.0,13.8,0,0,7.5,False
2007-08-03,34.3,24.9,30.6,0.0,58.0,13.0,0,0,9.4,False
2007-08-04,35.1,26.2,30.9,0.0,57.0,12.2,0,0,8.900000000000002,False
2007-08-05,33.1,26.5,29.7,0.0,60.0,12.6,0,0,6.600000000000001,False
2007-08-06,31.8,24.2,28.0,0.0,59.0,22.9,0,0,7.600000000000001,False
2007-08-07,30.8,23.0,27.0,0.0,59.0,24.5,0,0,7.800000000000001,False
2007-08-08,31.3,23.6,27.5,0.0,64.0,17.7,0,0,7.699999999999999,False
2007-08-09,32.5,24.6,28.9,0.3,64.0,11.8,0,0,7.899999999999999,False
2007-08-10,33.8,25.0,29.9,0.0,60.0,11.2,0,0,8.799999999999997,False
2007-08-11,34.0,25.9,30.2,0.0,58.0,16.3,0,0,8.100000000000001,False
2007-08-12,31.9,23.4,28.0,0.0,69.0,17.1,0,0,8.5,False
2007-08-13,31.9,24.9,28.4,0.1,73.0,14.6,0,0,7.0,False
2007-08-14,32.1,25.1,28.7,0.2,73.0,10.1,0,0,7.0,False
2007-08-15,32.3,25.5,28.6,0.0,75.0,11.7,0,0,6.799999999999997,False
2007-08-16,32.2,25.1,28.7,0.9,76.0,12.4,0,0,7.100000000000001,False
2007-08-17,33.7,24.6,29.8,0.4,69.0,14.1,0,0,9.1,False
2007-08-18,34.3,24.9,30.2,0.0,60.0,13.7,0,0,9.4,False
2007-08-19,33.1,25.2,29.3,0.0,62.0,12.0,0,0,7.900000000000002,False
2007-08-20,31.8,24.8,28.3,0.9,74.0,11.0,0,0,7.0,False
2007-08-21,32.3,25.1,28.6,0.0,71.0,13.1,0,0,7.199999999999996,False
2007-08-22,35.6,23.9,30.7,0.0,58.0,11.1,0,0,11.700000000000005,False
2007-08-23,37.1,25.4,32.1,0.0,44.0,14.5,0,0,11.700000000000005,False
2007-08-24,37.0,26.8,31.9,0.0,38.0,14.5,0,0,10.2,False
2007-08-25,34.7,25.7,30.5,0.0,47.0,11.5,0,0,9.000000000000004,False
2007-08-26,34.2,25.1,30.1,0.0,51.0,13.6,0,0,9.1,False
2007-08-27,34.3,24.7,30.0,0.0,53.0,11.1,0,0,9.599999999999998,False
2007-08-28,32.7,25.7,29.0,0.0,61.0,10.2,0,0,7.000000000000004,False
2007-08-29,32.4,24.9,28.6,0.0,69.0,9.8,0,0,7.5,False
2007-08-30,33.9,24.6,29.9,0.0,62.0,12.4,0,0,9.299999999999995,False
2007-08-31,36.5,24.6,31.2,0.0,49.0,11.4,0,0,11.9,False
2007-09-01,36.5,26.4,32.1,0.0,40.0,10.8,0,0,10.1,False
2007-09-02,35.6,25.0,30.7,0.0,49.0,10.4,0,0,10.6,False
2007-09-03,34.0,25.2,30.0,0.0,53.0,14.5,0,0,8.8,False
2007-09-04,31.4,24.6,27.8,0.0,65.0,14.1,0,0,6.799999999999997,False
2007-09-05,31.1,24.0,27.4,0.0,69.0,21.1,0,0,7.100000000000001,False
2007-09-06,34.4,22.1,28.6,0.0,48.0,28.2,0,0,12.299999999999995,False
2007-09-07,32.1,23.7,27.8,0.0,48.0,29.2,0,0,8.400000000000002,False
2007-09-08,29.3,21.4,25.3,0.0,49.0,28.0,0,0,7.900000000000002,False
2007-09-09,28.0,19.7,24.3,0.0,51.0,23.9,0,0,8.3,False
2007-09-10,28.0,19.9,24.0,0.0,61.0,12.2,0,0,8.100000000000001,False
2007-09-11,27.9,20.4,24.0,0.0,62.0,12.2,0,0,7.5,False
2007-09-12,28.4,20.6,24.3,0.0,62.0,12.8,0,0,7.799999999999997,False
2007-09-13,29.3,21.3,25.3,0.0,64.0,12.4,0,0,8.0,False
2007-09-14,31.5,19.8,25.7,0.0,52.0,12.3,0,0,11.7,False
2007-09-15,30.5,19.9,25.6,0.0,55.0,15.1,0,0,10.6,False
2007-09-16,30.3,20.6,25.9,0.0,57.0,9.7,0,0,9.7,False
2007-09-17,31.6,19.7,26.1,0.0,46.0,13.3,0,0,11.900000000000002,False
2007-09-18,31.1,19.3,25.8,0.0,50.0,12.0,0,0,11.8,False
2007-09-19,31.5,20.3,26.1,0.0,50.0,10.2,0,0,11.2,False
2007-09-20,29.9,20.0,25.5,0.0,60.0,9.0,0,0,9.9,False
2007-09-21,28.1,21.1,24.4,0.0,70.0,11.0,0,0,7.0,False
2007-09-22,28.0,20.8,24.4,0.3,74.0,10.8,0,0,7.199999999999999,False
2007-09-23,27.5,21.1,23.9,0.0,70.0,11.6,0,0,6.399999999999999,False
2007-09-24,27.1,18.7,23.1,0.5,69.0,10.1,0,0,8.400000000000002,False
2007-09-25,28.4,19.8,23.8,0.0,62.0,14.0,0,0,8.599999999999998,False
2007-09-26,28.2,20.0,23.8,0.0,67.0,10.5,0,0,8.2,False
2007-09-27,29.4,18.0,24.1,0.0,64.0,11.8,0,0,11.4,False
2007-09-28,32.1,20.0,26.2,0.0,54.0,11.6,0,0,12.1,False
2007-09-29,33.4,21.3,27.4,0.0,40.0,10.4,0,0,12.099999999999998,False
2007-09-30,32.5,20.4,26.4,0.0,41.0,11.8,0,0,12.1,False
2007-10-01,30.7,18.9,25.3,0.0,52.0,8.6,0,0,11.8,False
2007-10-02,32.1,19.1,25.9,0.0,45.0,8.8,0,0,13.0,False
2007-10-03,30.3,20.9,25.4,0.0,52.0,13.9,0,0,9.400000000000002,False
2007-10-04,27.1,18.9,23.0,5.2,66.0,14.2,0,0,8.200000000000003,False
2007-10-05,26.2,18.2,22.5,4.4,76.0,9.3,0,0,8.0,False
2007-10-06,26.9,19.7,22.8,1.3,77.0,12.1,0,0,7.199999999999999,False
2007-10-07,27.2,19.0,23.1,0.0,72.0,11.2,0,0,8.2,False
2007-10-08,28.1,19.0,23.5,0.0,72.0,8.6,0,0,9.1,False
2007-10-09,29.0,19.0,23.9,0.0,67.0,7.1,0,0,10.0,False
2007-10-10,29.7,19.6,24.6,0.1,60.0,9.3,0,0,10.099999999999998,False
2007-10-11,28.5,18.8,24.0,0.0,67.0,8.3,0,0,9.7,False
2007-10-12,26.8,18.7,23.2,0.0,74.0,9.0,0,0,8.100000000000001,False
2007-10-13,25.2,18.3,21.9,0.0,74.0,20.3,0,0,6.899999999999999,False
2007-10-14,25.0,18.5,21.6,0.0,65.0,26.8,0,0,6.5,False
2007-10-15,23.3,16.8,19.9,0.0,58.0,23.1,0,0,6.5,False
2007-10-16,23.2,13.6,18.5,0.0,50.0,12.0,0,0,9.6,False
2007-10-17,23.9,13.3,19.1,0.0,62.0,10.7,0,0,10.599999999999998,False
2007-10-18,24.9,13.5,19.3,0.0,61.0,10.2,0,0,11.4,False
2007-10-19,25.1,14.6,19.5,0.0,56.0,8.4,0,0,10.500000000000002,False
2007-10-20,23.4,15.0,19.2,0.1,56.0,11.8,0,0,8.399999999999999,False
2007-10-21,20.6,17.8,19.3,19.4,79.0,16.1,0,0,2.8000000000000007,False
2007-10-22,22.6,17.0,19.6,3.2,85.0,19.8,0,0,5.600000000000001,False
2007-10-23,22.9,17.3,19.8,1.8,77.0,17.6,0,0,5.599999999999998,False
2007-10-24,22.4,17.0,19.6,0.0,78.0,14.5,0,0,5.399999999999999,False
2007-10-25,23.8,16.5,19.9,0.0,73.0,16.6,0,0,7.300000000000001,False
2007-10-26,25.0,15.3,20.0,0.0,70.0,10.3,0,0,9.7,False
2007-10-27,25.3,14.2,19.9,0.0,68.0,12.0,0,0,11.1,False
2007-10-28,25.5,15.9,20.3,0.0,68.0,12.4,0,0,9.6,False
2007-10-29,23.3,16.1,19.8,0.3,76.0,10.6,0,0,7.199999999999999,False
2007-10-30,22.4,15.5,19.0,0.0,79.0,17.5,0,0,6.899999999999999,False
2007-10-31,23.4,15.3,19.4,0.0,72.0,8.1,0,0,8.099999999999998,False
2007-11-01,25.1,17.4,21.0,0.0,74.0,12.5,0,0,7.700000000000003,False
2007-11-02,25.1,17.2,21.3,0.0,75.0,11.5,0,0,7.900000000000002,False
2007-11-03,25.3,16.8,20.8,0.5,72.0,9.2,0,0,8.5,False
2007-11-04,25.2,16.1,20.7,0.0,69.0,17.4,0,0,9.099999999999998,False
2007-11-05,21.6,17.5,19.3,5.6,82.0,17.4,0,0,4.100000000000001,False
2007-11-06,19.7,15.8,17.4,15.9,87.0,17.3,0,0,3.899999999999999,False
2007-11-07,19.2,12.9,16.1,0.0,71.0,19.6,0,0,6.299999999999999,False
2007-11-08,18.8,13.1,15.8,0.0,66.0,23.1,0,0,5.700000000000001,False
2007-11-09,18.3,12.3,15.5,0.0,68.0,16.8,0,0,6.0,False
2007-11-10,17.6,11.4,14.6,24.5,79.0,35.3,0,0,6.200000000000001,False
2007-11-11,17.2,11.3,14.2,0.0,60.0,32.1,0,0,5.899999999999999,False
2007-11-12,17.5,10.0,13.8,0.0,63.0,16.5,0,0,7.5,False
2007-11-13,17.6,13.0,15.0,16.5,90.0,16.1,0,0,4.600000000000001,False
2007-11-14,18.7,12.1,15.3,0.4,82.0,13.8,0,0,6.6,False
2007-11-15,17.7,14.1,15.8,1.4,88.0,8.7,0,0,3.6,False
2007-11-16,20.1,13.2,16.3,0.0,83.0,8.1,0,0,6.900000000000002,False
2007-11-17,20.6,11.8,16.2,0.0,80.0,6.1,0,0,8.8,False
2007-11-18,19.3,11.1,14.8,13.8,81.0,14.1,0,0,8.200000000000001,False
2007-11-19,17.5,12.0,14.2,1.9,77.0,21.1,0,0,5.5,False
2007-11-20,15.1,10.4,12.9,1.8,79.0,9.3,0,0,4.699999999999999,False
