horizon,mae,mape,r2
7,8.833035445507665,0.186433293062098,0.31104070987020105
14,10.2496982190594,0.24621028380049054,0.3509519276970914
30,11.90002317989574,0.3360868650144686,-0.017927997802912543
60,22.607826172678095,0.6323486604466144,-2.1475015517502647
90,17.217598582592963,0.4918726448786099,-0.4366349220216956
